"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 07:43:52	339	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:35:28	228	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:40:02	216	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:45:01	225	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:50:01	221	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:55:01	228	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:00:01	247	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:05:02	219	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:10:01	232	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:15:01	242	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:20:02	192	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:25:01	209	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:30:02	191	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:35:02	224	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:40:01	236	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:45:01	204	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:50:01	211	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:55:02	191	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:00:02	210	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:05:01	213	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:10:02	219	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:15:02	201	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:20:02	193	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:25:01	229	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:30:02	205	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:35:01	219	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:40:02	244	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:45:01	209	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:50:01	220	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:55:02	240	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:00:02	235	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:05:01	247	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:10:02	265	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:15:01	234	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:20:01	248	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:25:01	259	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:30:02	265	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:35:02	252	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:40:01	244	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:45:01	249	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:50:02	261	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:55:01	256	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:00:02	318	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:05:01	297	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:10:01	290	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:15:01	306	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:20:01	295	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:25:01	366	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:30:01	330	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:35:01	332	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:40:02	328	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:45:02	354	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:50:02	368	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:55:02	372	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:00:01	352	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:05:01	352	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:10:01	333	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:15:02	302	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:20:01	363	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:25:02	338	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:30:01	320	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:35:02	325	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:40:02	311	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:45:01	322	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:50:02	344	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:55:01	306	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:00:01	322	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:05:01	381	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:10:01	315	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:15:01	352	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:20:02	336	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:25:02	325	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:30:01	333	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:35:01	312	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:40:01	315	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:45:02	285	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:50:01	346	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:55:01	339	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:00:02	335	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:05:02	333	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:10:01	256	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:15:01	377	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:20:01	332	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:25:02	334	"Tues"	"Weekday"
