"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 22:40:02	1	"Tues"	"Weekday"
2015-07-07	2015-07-07 22:50:01	1	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:10:01	1	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:15:01	2	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:20:01	2	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:25:01	2	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:30:01	2	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:35:01	3	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:40:01	1	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:45:01	1	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:50:01	1	"Tues"	"Weekday"
2015-07-07	2015-07-07 23:55:01	2	"Tues"	"Weekday"
2015-07-08	2015-07-08 00:00:01	2	"Wed"	"Weekday"
2015-07-08	2015-07-08 00:05:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 00:15:01	2	"Wed"	"Weekday"
2015-07-08	2015-07-08 00:25:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 00:50:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 01:00:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 01:25:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 02:50:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 03:35:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 03:40:02	2	"Wed"	"Weekday"
2015-07-08	2015-07-08 03:45:02	2	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:10:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:15:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:20:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:25:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:30:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:50:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 05:55:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 06:00:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 06:05:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 07:45:02	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 07:50:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 08:30:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 08:35:01	1	"Wed"	"Weekday"
2015-07-08	2015-07-08 08:40:01	1	"Wed"	"Weekday"
