"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 07:43:52	5	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:35:28	5	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:40:02	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:45:01	2	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:50:01	3	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:55:01	3	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:00:01	5	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:05:02	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:10:01	5	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:15:01	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:20:02	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:25:01	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:30:02	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:35:02	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:40:01	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:45:01	8	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:50:01	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:55:02	14	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:00:02	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:05:01	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:10:02	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:15:02	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:20:02	4	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:25:01	9	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:30:02	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:35:01	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:40:02	12	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:45:01	12	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:50:01	11	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:55:02	13	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:00:02	13	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:05:01	11	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:10:02	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:15:01	12	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:20:01	12	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:25:01	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:30:02	16	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:35:02	11	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:40:01	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:45:01	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:50:02	11	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:55:01	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:00:02	9	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:05:01	12	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:10:01	11	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:15:01	13	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:20:01	13	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:25:01	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:30:01	8	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:35:01	14	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:40:02	12	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:45:02	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:50:02	11	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:55:02	5	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:00:01	14	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:05:01	8	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:10:01	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:15:02	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:20:01	10	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:25:02	7	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:30:01	9	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:35:02	6	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:40:02	6	"Tues"	"Weekday"
