"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 07:43:52	320	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:35:28	93	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:40:02	102	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:45:01	114	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:50:01	117	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:55:01	129	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:00:01	121	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:05:02	111	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:10:01	92	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:15:01	92	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:20:02	86	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:25:01	99	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:30:02	88	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:35:02	102	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:40:01	97	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:45:01	98	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:50:01	95	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:55:02	95	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:00:02	74	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:05:01	101	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:10:02	101	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:15:02	95	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:20:02	103	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:25:01	98	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:30:02	93	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:35:01	93	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:40:02	77	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:45:01	91	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:50:01	82	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:55:02	90	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:00:02	92	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:05:01	95	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:10:02	90	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:15:01	95	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:20:01	91	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:25:01	89	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:30:02	88	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:35:02	85	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:40:01	87	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:45:01	113	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:50:02	90	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:55:01	104	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:00:02	117	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:05:01	124	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:10:01	131	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:15:01	143	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:20:01	149	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:25:01	167	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:30:01	165	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:35:01	174	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:40:02	185	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:45:02	195	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:50:02	209	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:55:02	207	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:00:01	224	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:05:01	235	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:10:01	236	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:15:02	216	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:20:01	233	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:25:02	261	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:30:01	244	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:35:02	248	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:40:02	230	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:45:01	238	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:50:02	239	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:55:01	247	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:00:01	249	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:05:01	254	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:10:01	262	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:15:01	245	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:20:02	240	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:25:02	227	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:30:01	234	"Tues"	"Weekday"
