"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 07:43:52	581	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:35:28	277	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:40:02	301	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:45:01	294	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:50:01	294	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:55:01	283	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:00:01	321	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:05:02	292	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:10:01	339	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:15:01	324	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:20:02	276	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:25:01	300	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:30:02	251	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:35:02	318	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:40:01	310	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:45:01	308	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:50:01	321	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:55:02	303	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:00:02	319	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:05:01	321	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:10:02	319	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:15:02	295	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:20:02	308	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:25:01	289	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:30:02	278	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:35:01	277	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:40:02	263	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:45:01	304	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:50:01	292	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:55:02	317	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:00:02	362	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:05:01	353	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:10:02	334	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:15:01	305	"Tues"	"Weekday"
