"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 07:43:52	183	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:35:28	80	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:40:02	73	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:45:01	85	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:50:01	82	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:55:01	77	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:00:01	82	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:05:02	72	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:10:01	79	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:15:01	78	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:20:02	66	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:25:01	71	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:30:02	75	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:35:02	82	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:40:01	69	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:45:01	65	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:50:01	69	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:55:02	69	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:00:02	69	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:05:01	74	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:10:02	69	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:15:02	74	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:20:02	66	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:25:01	67	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:30:02	60	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:35:01	61	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:40:02	61	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:45:01	59	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:50:01	55	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:55:02	68	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:00:02	67	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:05:01	72	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:10:02	71	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:15:01	81	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:20:01	86	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:25:01	75	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:30:02	74	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:35:02	85	"Tues"	"Weekday"
