"Date"	"Time"	"Taxi.avail"	"Wday"	"IsWday"
2015-07-07	2015-07-07 07:43:52	267	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:35:28	276	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:40:02	292	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:45:01	309	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:50:01	248	"Tues"	"Weekday"
2015-07-07	2015-07-07 12:55:01	394	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:00:01	446	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:05:02	533	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:10:01	495	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:15:01	499	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:20:02	540	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:25:01	556	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:30:02	499	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:35:02	587	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:40:01	575	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:45:01	585	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:50:01	616	"Tues"	"Weekday"
2015-07-07	2015-07-07 13:55:02	624	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:00:02	633	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:05:01	630	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:10:02	628	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:15:02	605	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:20:02	595	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:25:01	606	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:30:02	601	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:35:01	603	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:40:02	568	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:45:01	571	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:50:01	491	"Tues"	"Weekday"
2015-07-07	2015-07-07 14:55:02	656	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:00:02	621	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:05:01	621	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:10:02	691	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:15:01	868	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:20:01	737	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:25:01	705	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:30:02	563	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:35:02	764	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:40:01	766	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:45:01	733	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:50:02	740	"Tues"	"Weekday"
2015-07-07	2015-07-07 15:55:01	568	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:00:02	609	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:05:01	614	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:10:01	537	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:15:01	554	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:20:01	516	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:25:01	526	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:30:01	488	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:35:01	465	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:40:02	503	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:45:02	442	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:50:02	439	"Tues"	"Weekday"
2015-07-07	2015-07-07 16:55:02	422	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:00:01	407	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:05:01	403	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:10:01	395	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:15:02	370	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:20:01	349	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:25:02	301	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:30:01	341	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:35:02	343	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:40:02	306	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:45:01	329	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:50:02	208	"Tues"	"Weekday"
2015-07-07	2015-07-07 17:55:01	291	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:00:01	307	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:05:01	306	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:10:01	263	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:15:01	271	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:20:02	281	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:25:02	448	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:30:01	268	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:35:01	262	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:40:01	275	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:45:02	269	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:50:01	286	"Tues"	"Weekday"
2015-07-07	2015-07-07 18:55:01	278	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:00:02	79	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:05:02	277	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:10:01	252	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:15:01	282	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:20:01	282	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:25:02	279	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:30:02	306	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:35:02	285	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:40:01	289	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:45:01	286	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:50:01	285	"Tues"	"Weekday"
2015-07-07	2015-07-07 19:55:01	298	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:00:02	296	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:05:02	237	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:10:01	257	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:15:01	241	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:20:01	266	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:25:02	249	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:30:01	242	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:35:01	272	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:40:01	262	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:45:02	306	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:50:02	269	"Tues"	"Weekday"
2015-07-07	2015-07-07 20:55:01	275	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:00:01	248	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:05:01	248	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:10:02	251	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:15:02	260	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:20:02	415	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:25:01	246	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:30:01	260	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:35:02	260	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:40:02	258	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:45:01	234	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:50:02	226	"Tues"	"Weekday"
2015-07-07	2015-07-07 21:55:01	207	"Tues"	"Weekday"
2015-07-07	2015-07-07 22:00:01	208	"Tues"	"Weekday"
2015-07-07	2015-07-07 22:05:01	209	"Tues"	"Weekday"
2015-07-07	2015-07-07 22:10:02	182	"Tues"	"Weekday"
